propertyCode,Link,district,neighborhood,price,size,bed,br,floor,address,latitude,longitude,x,y,url,description,scraped_at
108818765,LINK,,,"2,500,000 €",275.0,4.0,4.0,3.0,Duplex for sale in Calle de la Diputació,,,,,https://www.idealista.com/en/inmueble/108818765/,"This duplex penthouse for sale in the Dreta de l’Eixample district offers 221m² of living space and an impressive 100m² private terrace. The property combines the classic essence of Barcelona architecture with an elegant and functional contemporary style. Located in one of the city's most sought-after areas, the apartment has been designed to offer spacious, bright, and comfortable living spaces, seamlessly integrating indoor living with the enjoyment of the outdoors thanks to its large terrace accessible from the living area. The property features three double en-suite bedrooms, all exterior-facing and with full bathrooms, as well as an open-plan study area that connects to the upper terrace via a designer staircase. The master suite includes a dressing room, freestanding bathtub, separate shower, and balcony, providing spaciousness and light. The other two suites have built-in wardrobes and full bathrooms. The living area comprises a large living-dining room with an open-plan kitchen and six balconies that ensure constant natural light. High-quality finishes include herringbone wood floors, handcrafted ceramic window frames, built-in wardrobes with decorative panels, and a smart lighting system that enhances the warmth of each room. The location is unbeatable: situated in the Dreta de l’Eixample district, just steps from Passeig de Gràcia, surrounded by amenities, shops, restaurants, and transport links that provide easy access to the rest of the city. This area combines architectural heritage, high-quality urban living, and proximity to Barcelona’s main commercial and cultural thoroughfares, making this property an ideal option for both living and real estate investment. At Walter Haus, we understand that finding the perfect home is more than just an investment: it’s about finding that place that fits your lifestyle. Discover our properties by visiting our website and explore all the exclusive properties that only Walter Haus has to offer. Contact us for more information! See complete comment",2026-04-17T17:12:04+00:00
106058470,LINK,,,"2,500,000 €",274.0,4.0,4.0,5.0,Penthouse for sale in Calle de la Diputació,,,,,https://www.idealista.com/en/inmueble/106058470/,"Renovated penthouse with terrace in Eixample This stunning penthouse situated in a corner building features three en-suite bedrooms and an extra studio, as well a private rooftop terrace of 100 sqm connected directly from the flat. This classic Eixample corner building has undergone an extensive renovation and features well-executed interior details that blend a traditional style with contemporary esthetics. Upon entering the flat, we find a spacious and open living room, dining area and kitchen area that is ideal for entertaining. The master suite features a large soaking tub, a separate walk-in shower, a big dressing room, and direct access to a light filled balcony in the back of the property. The strategic location of the property on a corner affords excellent views of the historic buildings nearby as well as views towards the Mediterrean sea. With eight exterior facing balcony doors, the home has an excellent amount of natural light throughout the day. For the evening, expertly designed interior lighting creates varied zones of lighting that create a sense of calm and elegance. The combination of interior design details and resourceful use of each square meter set this property apart. The flooring features chevron patterned wood floors, bordered with tile that compliment the unique shapes of each space. Built-in wardrobe cabinets in the bedrooms coordinate with wall panel systems, adding a level of elegance throughout the homes. The ducted air conditioning is cleverly concealed, while wall radiators recall the historical aspect of this classic Modernist building. This property is an excellent investment for those looking for a classic Barcelona flat in a building with less maintenance due to the recent complete renovation. Located in the heart of Barcelona’s central district, Eixample, this property is located just near the leafy avenue of Passeig de Sant Joan. Barcelona’s premier shopping avenue, Passeig de Gràcia is a short 8 minute walk. In the immediate area, there is a wide range of both local and international cafes, restaurants and boutiques at your doorstep. Barcelona’s geographical position is a primary aspect that draws global visitors to call this home. Bordered by the Mediterranean Sea and its miles of coastline, the city benefits from a temperate climate year-round, as well as the seafood that inspires the renowned culinary scene. Additionally, the proximity to the mountains allows for winter sports activities within a two-hour drive from the city. From the aspect of infrastructure, Barcelona has transformed since the Olympic Games in 1992, becoming a major hub for start-ups and technological innovation. See complete comment",2026-04-17T17:12:28+00:00
110975491,LINK,,15.0,"2,900,000 €",330.0,7.0,4.0,5.0,"Duplex for sale in Calle d'Anglí, 15",,,,,https://www.idealista.com/en/inmueble/110975491/,"Duplex penthouse with terrace located in Tres Torres a house of great amplitude with large and well distributed rooms that allows to update each space and take advantage of its size, brightness and functionality for a comfortable and practical use. The main floor offers a spacious lobby that connects to a spacious day area consisting of a bright living room a separate dining room and a good size kitchen with laundry area pantry and a service bedroom with its own bathroom all organized to facilitate circulation and daily use. On this same floor are the master suite, two other suites and several double bedrooms accompanied by an additional bathroom and a toilet next to the lobby creating a complete and functional plant with large and well-defined spaces. The upper floor incorporates three bedrooms, a bathroom and two multipurpose rooms that can be used as an office, games room, studio or gym, one of them with access to a terrace that adds a private and adaptable outdoor space. The upper floor ends with a large solarium terrace that offers wide views incorporating porch and barbecue area and creating an ideal outdoor area to take advantage of the outdoor space. The property has seven bedrooms four bathrooms one toilet several living areas three terraces three parking spaces in the same building and a large storage room offering a solid opportunity in one of the most valued areas of Barcelona with room to customize each environment according to the needs of the buyer. The district of the Tres Torres is located in the high zone of Barcelona between Sarrià, La Bonanova and Sant Gervasi. It has three areas that are distinguished from each other: The high part, above the Via Augusta; Nena Casas, between Via Augusta and Ronda del General Mitre; and the area of Can Ràbia, below the Rda General Mitre. It is an elitist, elegant, quiet, luxurious and clean residential neighborhood mainly made up of spacious and comfortable luxury apartment blocks. They usually have several rooms, large living rooms, kitchens, gardens and terraces. Its buildings have all the comforts as services of doorman, gardener, communal areas, swimming pool, gym and children’s areas. You can also find a few towers or luxurious or modest villas from the 20th century. The price of the properties is high according to the high level of the residents of the neighborhood. Its streets are very quiet, wide and tree-lined. Unlike other neighborhoods, its slums are not crowded with stores. The commercial activity is concentrated in the Mercado de las Tres Torres, El Corte Inglés and the Illa Diagonal, as well as exclusive stores and offices towards the Avenida Diagonal. There are exclusive medical centers and private schools worthy of the second highest per capita income neighborhood in the city, only behind the Pedralbes neighborhood. It is connected by several bus lines and the Ferrocarril de la Generalitat. The Three Towers neighborhood is your ideal neighborhood if you want to live in one of the most prestigious areas of the city, in a relatively modern, fairly quiet and safe neighborhood. If you are looking for a luxury, elegant and exclusive property in accordance with your lifestyle, space needs and comfort with all the necessary services. See complete comment",2026-04-17T17:13:00+00:00
110437931,LINK,,22.0,420.000 €,73.0,,,,"Piso en venta en Calle President Lluís Companys, 22",,,,,https://www.idealista.com/inmueble/110437931/,"Presentamos esta magnífica vivienda de obra nueva situada en el corazón de Santa Coloma de Gramenet, donde diseño, confort y ubicación se combinan a la perfección. La propiedad dispone de 70 m² construidos, distribuidos en 2 habitaciones, con una cuidada distribución que optimiza cada espacio y aporta luminosidad y funcionalidad a la vivienda. Como elemento verdaderamente diferencial, destaca su extraordinaria terraza de 120 m² a nivel de piso, un espacio único que invita a disfrutar del exterior con total privacidad, ideal para crear distintos ambientes y convertirla en una auténtica prolongación del hogar. El edificio, de reciente construcción, cuenta con ascensor y piscina comunitaria, ofreciendo un estilo de vida cómodo y actual. Ubicada en pleno centro, la vivienda goza de una excelente conexión con todos los servicios, comercios y transporte, garantizando una vida práctica sin renunciar a la tranquilidad. Una propiedad singular, pensada para quienes valoran la calidad, el diseño y los espacios exteriores. Leer comentario completo",2026-04-17T17:14:20+00:00
109853125,LINK,,96.0,242.000 €,60.0,,,,"Piso en venta en Pasaje Salut, 96",,,,,https://www.idealista.com/inmueble/109853125/,"En una de las zonas más emblemáticas de Badalona se alza Residencial Passeig de la Salut 96, una promoción exclusiva de 10 viviendas concebidas para disfrutar de la vida urbana con tranquilidad, elegancia y confort. El edificio combina una arquitectura contemporánea con materiales de primera calidad y una cuidada atención al detalle, ofreciendo hogares luminosos, sostenibles y llenos de estilo. El proyecto se compone de dos viviendas en planta baja con amplias terrazas privadas, perfectas para crear un oasis exterior en plena ciudad; cuatro viviendas en la primera planta, dos con terraza y dos con balcón; y cuatro en la segunda planta, de las cuales dos son dúplex que combinan amplitud y diseño, mientras las otras dos disfrutan de balcón. Todas disponen de dos habitaciones y un baño, con distribuciones prácticas y confortables. Su fachada, de líneas limpias y materiales nobles, refleja un diseño innovador y eficiente. Gracias al sistema SATE de aislamiento térmico y acústico, cada vivienda garantiza confort durante todo el año, reduciendo el consumo energético y ofreciendo un ambiente silencioso y saludable. En el interior, la calidad se percibe en cada detalle: suelos de tarima flotante FINSA AC5, pintura ecológica RAL 9003 Ecolabel, carpintería lacada en blanco y amplios ventanales que inundan los espacios de luz natural. Los baños, con sanitarios ROCA, grifería monomando y revestimientos porcelánicos de diseño, combinan estética y funcionalidad. Las cocinas están completamente equipadas con electrodomésticos AEG o equivalentes, encimeras porcelánicas de altas prestaciones y mobiliario moderno en acabado mate o brillante. Un espacio pensado para disfrutar, donde diseño y practicidad se unen con armonía. El confort se completa con climatización por conductos, bomba de calor A+ para agua caliente, emisores térmicos con control Wi-Fi y una instalación eléctrica de alto nivel, cumpliendo los más exigentes estándares de eficiencia. Las carpinterías exteriores de aluminio con rotura de puente térmico y vidrio GUARDIAN SUN aseguran aislamiento y luminosidad, mientras las persianas de aluminio inyectado aportan durabilidad y estética. Residencial Passeig de la Salut 96 representa una oportunidad única para quienes buscan un hogar con alma, donde cada espacio invita al bienestar. Su ubicación, a pocos minutos del centro y de la playa, combina el dinamismo de la ciudad con la serenidad de un entorno residencial. Un edificio elegante, actual y sostenible, que redefine el concepto de hogar urbano. Residencial Passeig de la Salut 96: diseño, confort y calidad en perfecta armonía, en el corazón de Badalona. Leer comentario completo",2026-04-17T17:14:28+00:00
110897278,LINK,,3.0,,,,,,"Flat / apartment in Calle Maternitat D’elna, 3",,,,,https://www.idealista.com/inmueble/110897278/,,2026-04-17T17:14:38+00:00
110971923,LINK,,56.0,,,,,,"Flat / apartment in Riera De La Creu 54, 56",,,,,https://www.idealista.com/inmueble/110971923/,,2026-04-17T17:14:45+00:00
110975132,LINK,,144.0,,,,,,"Detached house in Avenida Mas Fuster, 144",,,,,https://www.idealista.com/inmueble/110975132/,,2026-04-17T17:14:50+00:00
110699054,LINK,,179.0,,,,,,"Flat / apartment in Calle Progrés, 179",,,,,https://www.idealista.com/inmueble/110699054/,,2026-04-17T17:14:58+00:00
108917125,LINK,,252.0,,,,,,"Duplex in Calle Industria, 252",,,,,https://www.idealista.com/inmueble/108917125/,,2026-04-17T17:15:03+00:00
109664462,LINK,,128.0,,,,,,"Flat / apartment in Carretera Reial, 128",,,,,https://www.idealista.com/inmueble/109664462/,,2026-04-17T17:15:20+00:00
110454464,LINK,,6.0,385.000 €,80.0,,,,"Piso en venta en Calle Miquel Tort, 6",,,,,https://www.idealista.com/inmueble/110454464/,"Ubicada en la calle Miquel Tort, en pleno corazón de Molins de Rei, esta exclusiva promoción de obra nueva representa una forma de vivir donde la ubicación, el diseño y la calidad se unen en perfecto equilibrio. Situada en el centro neurálgico del municipio, rodeada de todos los servicios, comercios y equipamientos, disfruta además de la tranquilidad de una calle con muy poco tránsito de vehículos, ofreciendo comodidad sin renunciar a la calma. Se trata de una promoción de pocas viviendas, concebida con una clara filosofía: priorizar la excelencia constructiva y la calidad de los acabados por encima de todo. El proyecto ofrece viviendas de 2 y 3 habitaciones, incluyendo plantas bajas y dúplex, diseñadas para adaptarse a diferentes estilos de vida, todas ellas con una distribución funcional, luminosa y contemporánea. Los acabados son, sin duda, el gran valor diferencial de esta obra: materiales cuidadosamente seleccionados, diseño actual y soluciones técnicas de alto nivel que garantizan confort, durabilidad y estética. Cada detalle ha sido pensado para ofrecer una experiencia residencial superior. La promoción incorpora plazas de aparcamiento y trasteros, así como un completo conjunto de prestaciones que refuerzan su carácter moderno y sostenible: Sistema de aerotermia para una climatización eficiente Domótica para un hogar inteligente y conectado Preinstalación para cargador de vehículo eléctrico Edificio sostenible y de diseño Cámaras de vigilancia en zonas comunes Edificio cardioprotegido, apostando por la seguridad y el bienestar Una promoción pensada para quienes buscan vivir en el centro, con tranquilidad, diseño y un nivel de acabados que marca la diferencia. Precios desde 384.000 €. Leer comentario completo",2026-04-17T17:29:37+00:00
