propertyCode,thumbnail,Link,Image,district,neighborhood,price,size,bed,br,floor,address,latitude,longitude,url,description
108041557,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/29/92/1332049254.webp,LINK,,Eixample,El Fort Pienc,"$2,100",101,3,1,3,Neighbourhood: El Fort Pienc,41.3977301,2.1758294,https://www.idealista.com/inmueble/108041557/,"Stunning temporary apartment with balcony Temporary three-bedroom apartment, with a bright living room and sunny balcony, ideal for families.  The property features a sunny dining room with access to the balcony, an open kitchen equipped with appliances, and a gallery where the washing machine is located.  Three bedrooms, two are double and exterior, and one is single.  Bathroom with shower.  Building with an elevator.  Large landlord: no.  Temporary contract. Excellent location, next to shops, businesses, and restaurants. Well connected by public transport, subway, bus, and tram."
108048724,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/78/b7/1332296092.webp,LINK,,Les Corts,Les Corts,"$1,962",91,3,1,5,calle de Déu i Mata,41.3905382,2.1375052,https://www.idealista.com/inmueble/108048724/,"BRIGHT FLAT WITH TERRACE, 3 BEDROOMS AND 1 BATHROOM Bright 90 m² flat with terrace in Les Corts – Renovated and furnished, ready to move in. Fantastic 90 m² flat for rent in the sought-after Les Corts neighbourhood, one of the quietest and best-connected areas of Barcelona. The property is in excellent condition, fully furnished in a modern and functional style, and ready to move in. Distributed across 3 bedrooms (one double and two singles), it offers the perfect space for families or those needing a home office or remote working area. The private terrace is ideal for enjoying fresh air, reading, or unwinding at the end of the day. The kitchen and bathroom have been completely renovated with modern, high-quality finishes. The kitchen is fully equipped with brand-new appliances: dishwasher, oven, microwave, and refrigerator. There's also a convenient separate laundry area with a washing machine. The rest of the flat has been freshly painted and is in impeccable condition. Its functional layout and the natural light flooding in through the large windows make it a warm and welcoming place to live. Located in a quiet building with all services just steps away: public transport, shops, schools, and green areas.  Contact us to see more similar properties. * In compliance with Law 12/2023 and Law 18/2007, we inform that Index of R. P. LL: 12,99 € / m2 State reference price 1.300, 00 € Rent of the last lease contract: 1.783, 79 €."
103165116,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/4f/2f/1188063143.webp,LINK,,Eixample,El Fort Pienc,"$1,850",62,3,1,en,calle de la Diputació,41.40207,2.1827993,https://www.idealista.com/inmueble/103165116/,"FLAT WITH TERRACE, FURNISHED, IN EIXAMPLE AVAILABLE AUGUST 1st Located just steps from Diagonal Avenue and La Monumental bullring, this practical and bright 60 m² apartment is perfect for those seeking comfort and great connectivity in the heart of Barcelona. The property is distributed into three bedrooms, two of which are exterior and have direct access to a spectacular private 50 m² terrace. All bedrooms are equipped with wardrobes, mattresses, and storage beds. It has a full bathroom with a shower tray, an independent fully equipped kitchen with appliances and access to the terrace, and a cozy living-dining room with access to a utility patio. The apartment is delivered fully furnished and equipped, including appliances, Wi-Fi connection, bed linen, and towels. It features central heating with radiators, air conditioning with heat pump, parquet floors, fans, and an alarm system. The rental price includes two monthly cleanings and the water supply. The property is excellently connected to public transport, just minutes from the Monumental metro station (L2) and several bus lines. Can you imagine living here? Contact us for more information. ¿Quieres que estos textos estén adaptados para uso en redes o portales inmobiliarios? The actual furniture may not exactly match the photographs shown in this ad.  Contact us to see more similar properties. * In compliance with Law 12/2023 and Law 18/2007, we inform that Index of R. P. LL: 23,31 € / m2 State reference price 965,00 € Rent of the last lease contract: 1.850, 00 € Este propietario ostenta la condición de gran tenedor."
95856167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/97/e2/930063706.webp,LINK,,Eixample,L'Antiga Esquerra de l'Eixample,"$1,995",69,3,1,en,calle de Valencia,41.3876686,2.157674,https://www.idealista.com/inmueble/95856167/,"SEASONAL RENTAL! Quiet, newly renovated apartment located in one of the most sought-after neighborhoods in Barcelona, l’Eixample, close to all kinds of shops and businesses, surrounded by various services and all types of establishments. The building has elevator service. The property, fully furnished, has a usable area of 65 m2 distributed in three bedrooms, two of them double with access to a balcony, and one single bedroom; a sunny and spacious living-dining room also with access to a balcony; a three-piece bathroom with a shower; and a comfortable and practical fully equipped kitchen. Furthermore, it is worth noting that it features original hydraulic floors and radiator heating. Nearest public transport: Metro L5 Hospital Clínic, L1/L2 Universitat. Buses 63, N7, N12, 109, H10… THIS APARTMENT WILL BE AVAILABLE FROM MAY 5TH. Do not hesitate to contact us to schedule an appointment; the Armadans Sancho commercial department will be happy to assist you."
105960121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/84/f2/1327038203.webp,LINK,,Ciutat Vella,El Gòtic,"$1,750",80,3,1,4,plaza de la Vila de Madrid,41.3862353,2.1722121,https://www.idealista.com/inmueble/105960121/,"+ 250 euros for supplies. Beautiful apartment completely renovated and furnished, exterior and bright, with 2 double bedrooms, 1 single and 1 bathroom, located on the seventh floor of a building with a doorman, in front of a beautiful square in the upper part of the Gothic quarter, surrounded by shops and with little nightlife. This property stands out for its luminosity, since it is a corner and exterior, facing south and high, which means that it has sun throughout the day. From the entrance you access a hall and in front we have the bathroom, spacious and with a nice shower. A little further on is the first bedroom, interior but very bright, since it is on the penultimate floor. A double bed can be put. Advancing through the corridor we find an open kitchen, complete with appliances. Opposite is the largest bedroom and outside the square, with clear views. At the end of the corridor is the living room, spacious and very bright, with large windows and modern furniture. The floor is made of parquet and has air conditioning and air heating, with ducts in the ceiling of the house. Specially designed for students. Pets are welcome, since the building is totally “pet friendly”, so you will have no problems if you want to live with your pet."
81987719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/f4/6f/589966992.webp,LINK,,Eixample,La Dreta de l'Eixample,"$2,095",115,3,1,3,calle de Trafalgar,41.3905838,2.1751163,https://www.idealista.com/inmueble/81987719/,"Reference: T10919-4 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. AVAILABLE FROM July 4, 2025. MONTHLY RENTAL Bright, spacious property for rent for periods of up to 12 months, it is in an optimal location of the Eixample district, a very central area of Barcelona. The flat is situated just two steps from Passeig de Gràcia and Plaza Catalunya. Newly renovated it offers excellent quality furnishings and comes fully furnished. Its 115m2 are distributed over three spacious double bedrooms, two bathrooms, a kitchen equipped with appliances and utensils, a large living room, four balconies, dressing room and storage room. The high-speed internet connection is included in the rental price, it also has air conditioning. The Eixample is divided into six neighbourhoods, the Eixample Dreta neighbourhood where this building is located is the most touristy, with Paseo de Gracia, Casa Batlló, better known as La Pedrera and Plaza Catalunya situated here. The jewel in the crown is the Sagrada Familia which also belongs to this district. Finally, Fort Pienc is in the centre of the Eixample and offers more green areas,   this is adjacent to Avenida Diagonal and Plaza de las Glorias. Public transport in Barcelona is excellent and the closest metro stop to the flat is Urquinaona, L1, L4. If you are looking for a long-term rental property in the city please contact us at ShBarcelona. '."
102175297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/76/a6/1146841888.webp,LINK,,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"$2,050",85,3,1,en,calle de Santaló,41.3980011,2.1444072,https://www.idealista.com/inmueble/102175297/,"Reference: T18198-5 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. AVAILABLE FROM May 17, 2025. MONTHLY RENTAL 85m2 home for temporary rental in one of the most exclusive districts of Barcelona. The property is furnished and equipped, everything ready so you can start living your experience in the city. It has 3 bedrooms, two doubles with a double bed and one single, a bathroom with a shower, a living-dining room, a separate kitchen and a beautiful, large terrace. As for the equipment of the room, there is air conditioning, heating, fiber internet connection, and washing machine. Sarrià-Sant Gervasi, a residential district of Barcelona, is known for its tree-lined streets, trendy boutiques and restaurants, parks and gardens, and village atmosphere. The closest public transport stop is Muntaner (FGC). Do you want more information about the terms and conditions of the home? If so, contact ShBarcelona. '."
107705503,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/c4/da/1332990888.webp,LINK,,Eixample,La Sagrada Família,"$1,400",72,3,1,6,calle de los Castillejos,41.4031119,2.1843174,https://www.idealista.com/inmueble/107705503/,"Fincas Eva presents this cozy apartment with a built area of 72 m2 and a usable area of 66 m2, according to the land registry. It comprises an entrance hall, a spacious living-dining room with large windows that allow plenty of natural light throughout the day, and access to a balcony with beautiful views of the Agbar Tower. It consists of three bedrooms with built-in wardrobes: two doubles and one single. One double and one single are exterior-facing, and the other double is interior and overlooks the courtyard. There is a full bathroom with a bathtub, and a kitchen with a laundry area. It has a large loft for storage. The floors are parquet, the interior woodwork is wood, and the exterior is aluminum. Heating is provided. The property has an elevator.  The Glòries and Torre Agbar area is a dynamic and constantly evolving neighborhood in Barcelona, known for its modernity and excellent connections to the rest of the city. It stands out for its iconic Torre Agbar, a symbol of contemporary architecture, and for being a hub for business, culture, and leisure. With wide avenues, green areas like the Parc de la Glòries, and a diverse shopping scene, it s an ideal location for those looking to live close to the city center, with easy access to public transportation and the city s main attractions."
107705503,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/c4/da/1332990888.webp,LINK,,Eixample,La Sagrada Família,"$1,400",72,3,1,6,calle de los Castillejos,41.4031119,2.1843174,https://www.idealista.com/inmueble/107705503/,"Fincas Eva presents this cozy apartment with a built area of 72 m2 and a usable area of 66 m2, according to the land registry. It comprises an entrance hall, a spacious living-dining room with large windows that allow plenty of natural light throughout the day, and access to a balcony with beautiful views of the Agbar Tower. It consists of three bedrooms with built-in wardrobes: two doubles and one single. One double and one single are exterior-facing, and the other double is interior and overlooks the courtyard. There is a full bathroom with a bathtub, and a kitchen with a laundry area. It has a large loft for storage. The floors are parquet, the interior woodwork is wood, and the exterior is aluminum. Heating is provided. The property has an elevator.  The Glòries and Torre Agbar area is a dynamic and constantly evolving neighborhood in Barcelona, known for its modernity and excellent connections to the rest of the city. It stands out for its iconic Torre Agbar, a symbol of contemporary architecture, and for being a hub for business, culture, and leisure. With wide avenues, green areas like the Parc de la Glòries, and a diverse shopping scene, it s an ideal location for those looking to live close to the city center, with easy access to public transportation and the city s main attractions."
102175297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/76/a6/1146841888.webp,LINK,,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"$2,050",85,3,1,en,calle de Santaló,41.3980011,2.1444072,https://www.idealista.com/inmueble/102175297/,"Reference: T18198-5 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. AVAILABLE FROM May 17, 2025. MONTHLY RENTAL 85m2 home for temporary rental in one of the most exclusive districts of Barcelona. The property is furnished and equipped, everything ready so you can start living your experience in the city. It has 3 bedrooms, two doubles with a double bed and one single, a bathroom with a shower, a living-dining room, a separate kitchen and a beautiful, large terrace. As for the equipment of the room, there is air conditioning, heating, fiber internet connection, and washing machine. Sarrià-Sant Gervasi, a residential district of Barcelona, is known for its tree-lined streets, trendy boutiques and restaurants, parks and gardens, and village atmosphere. The closest public transport stop is Muntaner (FGC). Do you want more information about the terms and conditions of the home? If so, contact ShBarcelona. '."
107049778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/da/3b/1301458520.webp,LINK,,Les Corts,Les Corts,"$1,995",70,3,1,6,calle d'Evarist Arnús,41.3840544,2.1356081,https://www.idealista.com/inmueble/107049778/,"Reference: T19867-1 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. AVAILABLE FROM July 4, 2025. MONTHLY RENTAL ShBarcelona presents this fully furnished and equipped property in a building with an elevator. It has 70 m² distributed in 2 double bedrooms + 1 office (convertible into a double bedroom), 1 full bathroom with shower, open-plan kitchen, bright living-dining room with exterior access to a terrace. It also has an office, a storage room, split air conditioning, ceiling fan in the dining room, heating through gas radiators, internet connection through fiber, dishwasher, washing machine and dryer. The Les Corts neighborhood is known for its residential and quiet atmosphere, where you will have any service you may need at your fingertips. Very close to the property you will find supermarkets, bars, cafes, restaurants, gyms, parks and much more. The closest public transport stop to the property is Plaça del Centre (L3). If you would like more information about the property and our services, please contact ShBarcelona. '."
94907061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/e3/6b/901193784.webp,LINK,,Gràcia,La Salut,"$1,750",65,3,1,en,calle de la Mare de Déu del Coll,41.4087296,2.1511231,https://www.idealista.com/inmueble/94907061/,"Reference: I12530-4 MONTHLY RENTAL FROM 32 DAYS UP TO 11 MONTHS. AVAILABLE FROM July 4, 2025. MONTHLY RENTAL    ShBarcelona presents this fully furnished and equipped property in a building with an elevator. It has 65 m² distributed in 3 bedrooms, two of them doubles, 1 complete bathroom with shower, separate kitchen and living-dining room with exterior access to a magnificent terrace. It also has split-type air conditioning, heating, fiber internet connection, washing machine and other additional services. The Gràcia district is one of the most charming in Barcelona, known for its vibrant cultural scene. Here you will have a wide variety of services at your fingertips. Very close to the property you will find supermarkets, bars, cafes, restaurants, gyms, parks and much more. The closest public transport stop to the property is Vallcarca (L3). If you would like more information about the property and our services, please contact ShBarcelona. '."
107752123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/01/20/1322273711.webp,LINK,,Horta Guinardó,El Baix Guinardó,"$1,650",77,3,1,1,Neighbourhood: El Baix Guinardó,41.4124008,2.1687297,https://www.idealista.com/inmueble/107752123/,"Excellent quiet apartment in Baix Guinardó We found this beautiful renovated and furnished apartment in the Baix Guinardó neighborhood, for temporary stays. The house consists of 80m2, an entrance hall with built-in wardrobes, a kitchen open to the living-dining room, three bedrooms, of which 1 double room with a large wardrobe and two large single bedrooms with wardrobes, both rooms as well. The dining area with abundant light and access to the balcony. There is a fully equipped kitchen, a complete bathroom, a double room and two singles, all of them with a wardrobe. An excellent modern apartment with a large balcony. The renovation that has been carried out in the home is of a high standard and is delivered ready to move into. Other features include air conditioning, heating (by ducts) and double glazed windows for your comfort all year round. It also has a communal terrace. They accept pets, it is available from 10th May Metro Alfonso X yellow line, close to Ronda de Dalt, close to shops and services."
107549689,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/07/c9/1315867474.webp,LINK,,Horta Guinardó,El Baix Guinardó,"$1,500",76,3,1,3,ronda del Guinardó,41.4102995,2.1629961,https://www.idealista.com/inmueble/107549689/,"This magnificent 75 m² apartment is available for temporary rent, completely renovated and ready to move in. The property has three bedrooms, a modern bathroom, a spacious dining room, a fully equipped kitchen, and an exterior balcony overlooking Ronda Guinardó. The apartment is rented furnished and with all necessary appliances, offering a comfortable and functional stay. Its location is unbeatable, in a well-connected area with all services just minutes away. Ideal for those seeking temporary accommodation in Barcelona with all the comforts. ? Location: Ronda Guinardó, Barcelona? Size: 75 m²? Bedrooms: 3? Bathroom: 1? Dining room? Equipped kitchen? Exterior balcony? Fully furnished and renovated Don't hesitate to contact us for more information or to schedule a visit!"
