query,lat,lon,display_name,importance,osm_type,osm_id,geocode_status,geocoded_at
"Avenida Rasos de Peguera, 77, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:13.415235+00:00
"Avenida Vallcarca, 34, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:15.242494+00:00
"Avenida d'Eduard Maristany, 7, El Besòs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:17.018549+00:00
"Avenida d'Icària, 144, La Vila Olímpica del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:18.806138+00:00
"Avenida d'Icària, 168, La Vila Olímpica del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:20.867500+00:00
"Avenida de Josep Tarradellas, 157, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:23.005225+00:00
"Avenida de Madrid, 171, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:25.438956+00:00
"Avenida de Madrid, 191, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:27.737986+00:00
"Avenida de Pearson, 64, Pedralbes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:29.985466+00:00
"Avenida de Pedralbes, 66, Pedralbes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:31.881260+00:00
"Avenida de Roma, 133, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:34.766015+00:00
"Avenida de Sarrià, 138, Les Tres Torres, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:37.468114+00:00
"Avenida de Sarrià, 30, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:39.680679+00:00
"Avenida de Sarrià, 52, Les Corts, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:41.846448+00:00
"Avenida de Sarrià, 86, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:43.819819+00:00
"Avenida de Vallbona, 23, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:46.314773+00:00
"Avenida de la Mare de Déu de Montserrat, 175, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:48.522237+00:00
"Avenida de la Mare de Déu de Montserrat, 71, Can Baró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:50.783814+00:00
"Avenida de la República Argentina, 1, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:52.666645+00:00
"Avenida de la República Argentina, 250, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:56.062264+00:00
"Avenida de la República Argentina, 258, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:58.009828+00:00
"Avenida de la Riera de Cassoles, 43, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:31:59.926129+00:00
"Avenida del Coll del Portell, 102, La Salut, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:02.230677+00:00
"Avenida del Coll del Portell, 67, La Salut, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:04.050038+00:00
"Avenida del Jordà, 31, Sant Genís Dels Agudells - Montbau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:05.637867+00:00
"Avenida del Paral·lel, 185, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:07.517632+00:00
"Avenida del Paral·lel, 48, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:09.676291+00:00
"Avenida del Tibidabo, 50, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:11.949823+00:00
"Avenida dels Rasos de Peguera, 132, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:13.735586+00:00
"Avenida dels Rasos de Peguera, 214, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:15.653807+00:00
"Avenida dels Rasos de Peguera, 65, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:17.417574+00:00
"Avenida dels Rasos de Peguera, 82, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:19.227388+00:00
"Avenida dels Rasos de Peguera, 93, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:20.933145+00:00
"Avenida dels Rasos de Peguera, 94, Ciutat Meridiana - Torre Baró - Vallbona, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:22.797345+00:00
"Avenida mare de deu del port, 403, La Marina del Port, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:25.032355+00:00
"Avinguda Diagonal, 358, La Dreta de l'Eixample, Barcelona, Spain",41.3998714,2.1719306,"358, Avinguda Diagonal, la Dreta de l'Eixample, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08013, España",8.435721370255616e-05,node,6302916968,found,2026-04-21T09:32:27.191480+00:00
"Baixada de Sant Miquel, 1, El Gòtic, Barcelona, Spain",41.3814073,2.1765489,"Alba, 1, Baixada de Sant Miquel, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",8.435721370255616e-05,node,6064353261,found,2026-04-21T09:32:28.903232+00:00
"Baixada de Sant Miquel, 2, El Gòtic, Barcelona, Spain",41.3813935,2.1766415,"2, Baixada de Sant Miquel, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",8.435721370255616e-05,node,6064402677,found,2026-04-21T09:32:30.581051+00:00
"Baixada de Viladecols, 2, El Gòtic, Barcelona, Spain",41.3820685,2.179374,"2, Baixada de Viladecols, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",8.435721370255616e-05,node,11946923211,found,2026-04-21T09:32:32.698613+00:00
"Baixada de la Glòria, 1, Vallcarca i els Penitents, Barcelona, Spain",41.4102712,2.1473344,"1, Baixada de la Glòria, Vallcarca i els Penitents, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08023, España",8.435721370255616e-05,node,11462338925,found,2026-04-21T09:32:34.315365+00:00
"Bajos, Pg. del Taulat, 279, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:36.017773+00:00
"Bv-1462, Sarrià, Barcelona, Spain",41.4063542,2.114496,"Avinguda de Vallvidrera, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",0.0534176905470359,way,450219496,found,2026-04-21T09:32:38.546875+00:00
"C-31, La Font de la Guatlla, Barcelona, Spain",41.3690228,2.1411607,"Gran Via de les Corts Catalanes, la Font de la Guatlla, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08014, España",0.4536252297026014,way,285182796,found,2026-04-21T09:32:40.214603+00:00
"CL Ali Bei, 29, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:42.190735+00:00
"CL Ample, 17, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:43.797479+00:00
"CL Arago, 86, La Nova Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:45.867207+00:00
"CL Bac De Roda, 120, Provençals del Poblenou, Barcelona, Spain",41.4111208,2.1992447,"Carrer de Bac de Roda, Provençals del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalunya, 08020, España",0.0534176905470359,way,1409584596,found,2026-04-21T09:32:47.917572+00:00
"CL Bertran, 92, El Putxet i el Farró, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:50.082095+00:00
"CL Cantabria, 18, La Verneda i la Pau, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:51.864459+00:00
"CL Carders, 45, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:53.504835+00:00
"CL Castillejos, 265, La Sagrada Família, Barcelona, Spain",41.4082175,2.1760591,"Carrer de los Castillejos, la Sagrada Família, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08025, España",0.0534176905470359,way,263405142,found,2026-04-21T09:32:56.003506+00:00
"CL Cervantes, 5, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:32:58.254541+00:00
"CL Codols, 1, El Gòtic, Barcelona, Spain",41.3796759,2.1781087,"Carrer dels Còdols, el Gòtic, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",0.0534176905470359,way,4747015,found,2026-04-21T09:33:00.057462+00:00
"CL Coll I Vehi, 118, El Camp de l'Arpa del Clot, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:02.305623+00:00
"CL Doctor Aiguader, 1, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:04.389344+00:00
"CL Esteve Terradas, 33, Vallcarca i els Penitents, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:06.192731+00:00
"CL Fastenrath, 191, El Carmel, Barcelona, Spain",41.4218046,2.1525388,"Carrer de Fastenrath, el Carmel, Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalunya, 08032, España",0.0534176905470359,way,281259645,found,2026-04-21T09:33:08.378269+00:00
"CL Ferrer Bassa, 35, El Besòs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:11.187923+00:00
"CL Garcia Faria, 75, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:14.319650+00:00
"CL Girona, 118, La Dreta de l'Eixample, Barcelona, Spain",41.3971412,2.1680541,"Carrer de Girona, la Dreta de l'Eixample, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08009, España",0.0534176905470359,way,1112883651,found,2026-04-21T09:33:17.396301+00:00
"CL Gran De Sant Andreu, 394, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:19.764438+00:00
"CL Grassot, 39, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:21.643685+00:00
"CL Grau I Torras, 47, La Barceloneta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:23.338830+00:00
"CL Joaquin Costa, 59, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:26.478552+00:00
"CL Juan De Garay, 37, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:28.726487+00:00
"CL Llull, 350, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Spain",41.4062507,2.2090863,"Carrer de Llull, Diagonal Mar i el Front Marítim del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalunya, 08019, España",0.0534176905470359,way,237927197,found,2026-04-21T09:33:30.677967+00:00
"CL Lluçanes, 6, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:33.637371+00:00
"CL Maria Cubi, 94, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:35.359128+00:00
"CL Marina, 334, La Sagrada Família, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:37.915578+00:00
"CL Mora d'Ebre, 9, El Coll, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:39.865750+00:00
"CL Muntaner, 206, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",41.3918206,2.1525633,"Carrer de Muntaner, l'Antiga Esquerra de l'Eixample, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08036, España",0.2713361062662927,way,1409652520,found,2026-04-21T09:33:41.707999+00:00
"CL Muntaner, 407, Sant Gervasi - Galvany, Barcelona, Spain",41.3998679,2.1418654,"Carrer de Muntaner, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08021, España",0.2713361062662927,way,37067695,found,2026-04-21T09:33:43.556068+00:00
"CL Padilla, 164, El Fort Pienc, Barcelona, Spain",41.401396,2.1828397,"Carrer de Padilla, el Fort Pienc, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08013, España",0.0534176905470359,way,1177205429,found,2026-04-21T09:33:46.278421+00:00
"CL Pau Alsina, 42, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:48.098396+00:00
"CL Puigmarti, 34, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:49.801357+00:00
"CL Rocafort, 244, La Nova Esquerra de l'Eixample, Barcelona, Spain",41.3822149,2.1496135,"Carrer de Rocafort, la Nova Esquerra de l'Eixample, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08029, España",0.0534176905470359,way,1226819175,found,2026-04-21T09:33:51.916048+00:00
"CL Sagues, 16, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:54.332758+00:00
"CL Sant Antoni Maria Claret, 31, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:57.081622+00:00
"CL Sant Pere Mes Alt, 59, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:33:59.393561+00:00
"CL Santa Albina, 47, La Teixonera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:01.168423+00:00
"CL Santa Carolina, 50, El Baix Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:03.434339+00:00
"CL Serra, 19, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:05.290637+00:00
"CL Sugranyes, 109, Sants - Badal, Barcelona, Spain",41.3708788,2.131034,"Carrer de Sugranyes, Sants-Badal, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08903, España",0.05339688181887538,way,1445901118,found,2026-04-21T09:34:07.138792+00:00
"CL Tajo, 55, Horta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:09.587160+00:00
"CL Valencia, 180, L'Antiga Esquerra de l'Eixample, Barcelona, Spain",41.3898827,2.1596137,"Carrer de València, l'Antiga Esquerra de l'Eixample, l'Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08011, España",0.0534176905470359,way,238324885,found,2026-04-21T09:34:11.864379+00:00
"CL Ventura Plaja, 33, Sants - Badal, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:14.204571+00:00
"CL Via Augusta, 339, Sarrià, Barcelona, Spain",41.3978034,2.1272508,"Via Augusta, les Tres Torres, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08034, España",0.3047903492217065,way,450200073,found,2026-04-21T09:34:16.483406+00:00
"Calle 2, Vila de Gràcia, Barcelona, Spain",41.4031783,2.1571662,"la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08012, España",0.4548351038280619,relation,4140187,found,2026-04-21T09:34:18.690164+00:00
"Calle 26 de Gener de 1641, Hostafrancs, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:20.554068+00:00
"Calle 26 de Gener de 1641, La Bordeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:22.281914+00:00
"Calle Alcalde de Zalamea, 6, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:24.029165+00:00
"Calle Alcoi, 21, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:25.854750+00:00
"Calle Alegre de Dalt, 29, El Camp d'En Grassot i Gràcia Nova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:28.337724+00:00
"Calle Almirall Churruca, 9, La Barceloneta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:30.066743+00:00
"Calle Amics, 12, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:31.843610+00:00
"Calle Anselm Clavé, 77, Barcelona, Spain",41.2200047,1.7253878,"Carrer Josep Anselm Clavé, Eixample de Mar, Barri de Mar, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,279165455,found,2026-04-21T09:34:33.636296+00:00
"Calle Antonio Ricardos, 20, La Sagrera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:35.498026+00:00
"Calle Arenys y Pluto, 109, La Teixonera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:38.271021+00:00
"Calle Bac de Roda, 81, El Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:40.378688+00:00
"Calle Bernat Bransi, 48, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:42.144962+00:00
"Calle Bernat Bransi, 58, El Carmel, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:43.816230+00:00
"Calle Bohemis, 19, Vallvidrera - El Tibidabo i les Planes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:45.438243+00:00
"Calle Cartagena, 255, La Sagrada Família, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:47.878293+00:00
"Calle Castillejos, 371, El Baix Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:49.805159+00:00
"Calle Comtal, 32, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:51.551390+00:00
"Calle Consell de Cent, 472, El Fort Pienc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:53.307017+00:00
"Calle Córcega, 331, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:55.126490+00:00
"Calle Daoiz i Velarde, 4, Sants, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:57.717482+00:00
"Calle De Los Ferrocarriles Catalanes, 21, La Marina del Port, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:34:59.925338+00:00
"Calle De Sant Joan, 2, Barcelona, Spain",41.2237597,1.7175757,"Carrer de l'Aigua, Sant Joan, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,1253267702,found,2026-04-21T09:35:01.968422+00:00
"Calle Doctor Valls, 20, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:04.412685+00:00
"Calle Emilia Coranty, 27 I, Provençals del Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:06.123940+00:00
"Calle Felip II, 114, La Sagrera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:07.900304+00:00
"Calle Fernando Pessoa, 20, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:10.850286+00:00
"Calle Ferrocarrils Catalans, 6, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:12.599956+00:00
"Calle Gran de Gràcia, 166, Vila de Gràcia, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:14.812092+00:00
"Calle Gran de Sant Andreu, 45, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:17.399586+00:00
"Calle Gíriti, Barcelona, 1, Sant Pere - Santa Caterina i la Ribera, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:19.049490+00:00
"Calle Independencia, 288, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:21.532598+00:00
"Calle Industria, 252, Barcelona, Spain",41.2238978,1.7247698,"Avinguda de Francesc Macià, Centrevila, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,111826585,found,2026-04-21T09:35:23.315612+00:00
"Calle Mallorca, 234, La Dreta de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:25.432345+00:00
"Calle Mare de Déu de les Neus, 72, Vilapicina i la Torre Llobeta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:28.612236+00:00
"Calle Marià Aguiló, 90, El Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:30.389128+00:00
"Calle Martin Luther King 39, 47, Sant Andreu, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:33.565036+00:00
"Calle Maternitat D’elna, 3, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:35.498681+00:00
"Calle Miquel Tort, 6, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:37.864389+00:00
"Calle Mossen Camill Rosell, 48, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:39.759354+00:00
"Calle Murcia, 22, Navas, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:41.733000+00:00
"Calle Nou Pins, 3, La Prosperitat, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:43.584953+00:00
"Calle Nou de Sant Francesc, 2, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:45.569594+00:00
"Calle Nou de Sant Francesc, 4, El Gòtic, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:47.725158+00:00
"Calle Nou de la Rambla, 122, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:50.232833+00:00
"Calle Nou de la Rambla, 128, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:52.400004+00:00
"Calle Nou de la Rambla, 40, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:54.970058+00:00
"Calle Nou de la Rambla, 6, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:57.459857+00:00
"Calle President Lluís Companys, 22, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:35:59.274688+00:00
"Calle Progrés, 179, Barcelona, Spain",41.2256203,1.7256372,"Carrer dels Caputxins, Centrevila, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,151049158,found,2026-04-21T09:36:02.365850+00:00
"Calle Pujades, 231, El Poblenou, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:04.225574+00:00
"Calle Puríssima concepción, 5, El Poble Sec - Parc de Montjuïc, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:05.905748+00:00
"Calle Rocafort, 167, La Nova Esquerra de l'Eixample, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:07.893315+00:00
"Calle Romaninar, 14, Vallvidrera - El Tibidabo i les Planes, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:09.663057+00:00
"Calle Sant Gervasi de Cassoles, 99, Sant Gervasi - La Bonanova, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:11.389317+00:00
"Calle Sant Pau, 17, Barcelona, Spain",41.2262545,1.7259697,"Carrer de Sant Pau, Centrevila, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,281908692,found,2026-04-21T09:36:13.777039+00:00
"Calle Sant Pau, 17, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:15.973860+00:00
"Calle Sant Sebastià, 6, Barcelona, Spain",41.2237755,1.7265653,"Carrer de Sant Sebastià, Centrevila, Vilanova i la Geltrú, Garraf, Barcelona, Catalunya, 08800, España",0.05339644693675132,way,97896769,found,2026-04-21T09:36:17.785529+00:00
"Calle Santa Teresa, 15, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:20.443067+00:00
"Calle Santaló, 143, Sant Gervasi - Galvany, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:22.343582+00:00
"Calle Sardenya, 350, La Sagrada Família, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:25.021929+00:00
"Calle Selva, 13, Porta, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:27.031975+00:00
"Calle Tallers, 55, El Raval, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:29.563607+00:00
"Calle Teodoro Llorente, 19, El Guinardó, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:31.851144+00:00
"Calle Torre D´en Damians, 16, Barcelona, Spain",,,,,,,not_found,2026-04-21T09:36:33.565701+00:00
